"Date","Time","Day","Station","Code","Min.Delay","Min.Gap","Bound","Line","Vehicle","Hour"
"2023-08-01T00:00:00Z",22H 0M 0S,"Tuesday","YONGE-UNIVERSITY AND B","MUO",0,0,NA,"YU/BD",0,22
"2023-08-01T00:00:00Z",22H 3M 0S,"Tuesday","WELLESLEY STATION","SUO",0,0,"N","YU",5971,22
"2023-08-01T00:00:00Z",22H 14M 0S,"Tuesday","WOODBINE STATION","SUO",0,0,NA,"BD",0,22
"2023-08-01T00:00:00Z",22H 36M 0S,"Tuesday","VICTORIA PARK STATION","SUO",0,0,NA,"BD",0,22
"2023-08-01T00:00:00Z",23H 58M 0S,"Tuesday","FINCH STATION","MUIRS",0,0,NA,"YU",0,23
"2023-08-01T00:00:00Z",20M 0S,"Tuesday","QUEEN'S PARK STATION","SUDP",5,11,"N","YU",5996,0
"2023-08-01T00:00:00Z",16H 32M 0S,"Tuesday","LESLIE STATION","MUPAA",3,10,"E","SHP",5171,16
"2023-08-01T00:00:00Z",16H 57M 0S,"Tuesday","LESLIE STATION","PUSTS",0,0,"E","SHP",6171,16
"2023-08-01T00:00:00Z",20H 27M 0S,"Tuesday","SHEPPARD-YONGE STATION","SUO",24,31,"W","SHP",6176,20
"2023-08-02T00:00:00Z",2H 32M 0S,"Wednesday","HIGHWAY 407 STATION","MUIS",0,0,NA,"YU",0,2
"2023-08-02T00:00:00Z",4H 55M 0S,"Wednesday","SHEPPARD WEST STATION","MUNCA",0,0,NA,"YU",0,4
"2023-08-02T00:00:00Z",5H 57M 0S,"Wednesday","DAVISVILLE STATION","MUATC",3,6,"S","YU",6006,5
"2023-08-02T00:00:00Z",6H 35M 0S,"Wednesday","FINCH STATION","PUOPO",3,6,"S","YU",5466,6
"2023-08-02T00:00:00Z",6H 39M 0S,"Wednesday","NORTH YORK CTR STATION","PUOPO",3,6,"S","YU",5466,6
"2023-08-02T00:00:00Z",7H 20M 0S,"Wednesday","DUNDAS STATION","SUUT",18,21,"N","YU",5596,7
"2023-08-02T00:00:00Z",7H 24M 0S,"Wednesday","SHERBOURNE STATION","MUIS",0,0,"W","BD",0,7
"2023-08-02T00:00:00Z",7H 38M 0S,"Wednesday","BLOOR STATION","TUO",5,8,"N","YU",5761,7
"2023-08-02T00:00:00Z",7H 40M 0S,"Wednesday","COLLEGE STATION","PUOPO",7,10,"S","YU",5921,7
"2023-08-02T00:00:00Z",7H 48M 0S,"Wednesday","COLLEGE STATION","PUOPO",9,12,"S","YU",5636,7
"2023-08-02T00:00:00Z",8H 0M 0S,"Wednesday","COLLEGE STATION","MUIR",3,6,"S","YU",6091,8
"2023-08-02T00:00:00Z",8H 15M 0S,"Wednesday","KEELE STATION","PUSTS",0,0,"W","BD",5034,8
"2023-08-02T00:00:00Z",9H 11M 0S,"Wednesday","VAUGHAN MC STATION","PUMEL",0,0,NA,"YU",0,9
"2023-08-02T00:00:00Z",9H 57M 0S,"Wednesday","OSSINGTON STATION","SUO",0,0,"W","BD",5278,9
"2023-08-02T00:00:00Z",10H 29M 0S,"Wednesday","BLOOR STATION","MUIRS",0,0,"N","YU",0,10
"2023-08-02T00:00:00Z",11H 31M 0S,"Wednesday","PAPE STATION","SUDP",3,7,"W","BD",5196,11
"2023-08-02T00:00:00Z",12H 18M 0S,"Wednesday","CASTLE FRANK STATION","SUDP",0,0,"W","BD",5125,12
"2023-08-02T00:00:00Z",12H 46M 0S,"Wednesday","COLLEGE STATION","SUAP",0,0,NA,"YU",0,12
"2023-08-02T00:00:00Z",13H 12M 0S,"Wednesday","KIPLING STATION","SUDP",0,0,"W","BD",5207,13
"2023-08-02T00:00:00Z",14H 6M 0S,"Wednesday","SHERBOURNE STATION","SUDP",0,0,NA,"BD",0,14
"2023-08-02T00:00:00Z",14H 48M 0S,"Wednesday","ST GEORGE YUS STATION","PUMEL",0,0,NA,"YU",0,14
"2023-08-02T00:00:00Z",14H 56M 0S,"Wednesday","SHERBOURNE STATION","MUIR",18,22,"E","BD",5215,14
"2023-08-02T00:00:00Z",15H 41M 0S,"Wednesday","BATHURST STATION","MUIS",0,0,NA,"BD",0,15
"2023-08-02T00:00:00Z",16H 37M 0S,"Wednesday","WILSON STATION","TUNIP",3,6,"S","YU",6016,16
"2023-08-02T00:00:00Z",16H 45M 0S,"Wednesday","GREENWOOD STATION","MUPAA",0,0,"W","BD",5317,16
"2023-08-02T00:00:00Z",16H 52M 0S,"Wednesday","HIGH PARK STATION","MUIRS",0,0,"E","BD",5367,16
"2023-08-02T00:00:00Z",17H 4M 0S,"Wednesday","SUMMERHILL STATION","MUPAA",0,0,"N","YU",5706,17
"2023-08-02T00:00:00Z",17H 18M 0S,"Wednesday","BLOOR STATION","MUPAA",0,0,"N","YU",5621,17
"2023-08-02T00:00:00Z",17H 23M 0S,"Wednesday","SPADINA BD STATION","MUIS",0,0,NA,"BD",0,17
"2023-08-02T00:00:00Z",17H 32M 0S,"Wednesday","DAVISVILLE STATION","MUPAA",3,6,"N","YU",5796,17
"2023-08-02T00:00:00Z",17H 36M 0S,"Wednesday","EGLINTON STATION","MUPAA",0,0,"N","YU",5796,17
"2023-08-02T00:00:00Z",17H 38M 0S,"Wednesday","KIPLING STATION","MUIS",0,0,NA,"BD",0,17
"2023-08-02T00:00:00Z",17H 56M 0S,"Wednesday","DOWNSVIEW PARK STATION","MUD",4,7,"N","YU",5821,17
"2023-08-02T00:00:00Z",18H 7M 0S,"Wednesday","EGLINTON WEST STATION","MUPAA",4,7,"S","YU",5771,18
"2023-08-02T00:00:00Z",18H 8M 0S,"Wednesday","BLOOR STATION","MUIS",0,0,NA,"YU",0,18
"2023-08-02T00:00:00Z",18H 18M 0S,"Wednesday","DONLANDS STATION","MUNCA",0,0,NA,"BD",0,18
"2023-08-02T00:00:00Z",18H 19M 0S,"Wednesday","DONLANDS STATION","MUIR",0,0,"E","BD",5218,18
"2023-08-02T00:00:00Z",18H 32M 0S,"Wednesday","BATHURST STATION","MUIRS",0,0,"W","BD",0,18
"2023-08-02T00:00:00Z",19H 12M 0S,"Wednesday","WELLESLEY STATION","SUUT",3,6,"S","YU",5986,19
"2023-08-02T00:00:00Z",19H 20M 0S,"Wednesday","WELLESLEY STATION","SUUT",10,15,"N","YU",5921,19
"2023-08-02T00:00:00Z",19H 42M 0S,"Wednesday","MAIN STREET STATION","MUIS",0,0,NA,"BD",0,19
"2023-08-02T00:00:00Z",19H 51M 0S,"Wednesday","CASTLE FRANK STATION","SUUT",4,9,"E","BD",5158,19
"2023-08-02T00:00:00Z",20H 1M 0S,"Wednesday","SUMMERHILL STATION","SUUT",16,21,"S","YU",5481,20
"2023-08-02T00:00:00Z",20H 26M 0S,"Wednesday","DAVISVILLE STATION","PUSAC",5,10,"N","YU",5796,20
"2023-08-02T00:00:00Z",20H 27M 0S,"Wednesday","VICTORIA PARK STATION","SUDP",0,0,"W","BD",5205,20
"2023-08-02T00:00:00Z",20H 49M 0S,"Wednesday","UNION STATION","SUSA",0,0,NA,"YU",0,20
"2023-08-02T00:00:00Z",21H 4M 0S,"Wednesday","SHEPPARD WEST STATION","TUO",3,8,"N","YU",5791,21
"2023-08-02T00:00:00Z",21H 7M 0S,"Wednesday","COLLEGE STATION","MUIR",0,0,"S","YU",6021,21
"2023-08-02T00:00:00Z",21H 15M 0S,"Wednesday","COLLEGE STATION","PUSAC",4,8,"N","YU",5761,21
"2023-08-02T00:00:00Z",21H 27M 0S,"Wednesday","MAIN STREET STATION","SUO",0,0,"E","BD",0,21
"2023-08-02T00:00:00Z",21H 45M 0S,"Wednesday","WELLESLEY STATION","MUPAA",0,0,"N","YU",5381,21
"2023-08-02T00:00:00Z",21H 53M 0S,"Wednesday","EGLINTON STATION","MUIS",0,0,NA,"YU",0,21
"2023-08-02T00:00:00Z",22H 0M 0S,"Wednesday","YONGE-UNIVERSITY AND B","MUO",0,0,NA,"YU/BD",0,22
"2023-08-02T00:00:00Z",22H 23M 0S,"Wednesday","EGLINTON STATION","SUDP",6,11,"N","YU",6016,22
"2023-08-02T00:00:00Z",23H 0M 0S,"Wednesday","WELLESLEY STATION","MUIRS",0,0,NA,"YU",0,23
"2023-08-02T00:00:00Z",23H 7M 0S,"Wednesday","YONGE BD STATION","SUUT",9,14,"W","BD",5207,23
"2023-08-02T00:00:00Z",23H 11M 0S,"Wednesday","QUEEN STATION","MUIS",0,0,NA,"YU",0,23
"2023-08-02T00:00:00Z",23H 11M 0S,"Wednesday","UNION STATION TO KING","MUPAA",3,8,"N","YU",5576,23
"2023-08-02T00:00:00Z",23H 12M 0S,"Wednesday","VAUGHAN MC STATION","MUIS",0,0,NA,"YU",0,23
"2023-08-02T00:00:00Z",23H 25M 0S,"Wednesday","YONGE BD STATION","MUIE",3,8,"W","BD",5194,23
"2023-08-02T00:00:00Z",23H 27M 0S,"Wednesday","ST ANDREW STATION","PUMST",0,0,NA,"YU",0,23
"2023-08-02T00:00:00Z",1H 34M 0S,"Wednesday","WELLESLEY STATION","SUUT",12,17,"N","YU",5921,1
"2023-08-02T00:00:00Z",20H 22M 0S,"Wednesday","SHEPPARD-YONGE STATION","TUO",7,14,"E","SHP",6146,20
"2023-08-03T00:00:00Z",2H 55M 0S,"Thursday","VAUGHAN MC STATION","MUIS",0,0,NA,"YU",0,2
"2023-08-03T00:00:00Z",3H 46M 0S,"Thursday","DAVISVILLE STATION","PUSAC",0,0,"N","YU",5581,3
"2023-08-03T00:00:00Z",4H 52M 0S,"Thursday","KEELE STATION","MUNCA",0,0,NA,"BD",0,4
"2023-08-03T00:00:00Z",5H 5M 0S,"Thursday","ST PATRICK STATION","MUNCA",0,0,NA,"YU",0,5
"2023-08-03T00:00:00Z",5H 25M 0S,"Thursday","ISLINGTON STATION","SUDP",0,0,NA,"BD",0,5
"2023-08-03T00:00:00Z",6H 4M 0S,"Thursday","YONGE-UNIVERSITY AND B","MUO",0,0,NA,"YUS/BD",0,6
"2023-08-03T00:00:00Z",6H 15M 0S,"Thursday","EGLINTON STATION","MUATC",3,6,"N","YU",5711,6
"2023-08-03T00:00:00Z",6H 29M 0S,"Thursday","GUNN BUILDING","PUSRA",0,0,NA,NA,0,6
"2023-08-03T00:00:00Z",7H 15M 0S,"Thursday","FINCH STATION","MUIS",0,0,NA,"YU",0,7
"2023-08-03T00:00:00Z",7H 23M 0S,"Thursday","YORKDALE STATION","EUDO",10,13,"S","YU",5846,7
"2023-08-03T00:00:00Z",7H 24M 0S,"Thursday","VICTORIA PARK STATION","EUDO",6,8,"W","BD",5247,7
"2023-08-03T00:00:00Z",8H 4M 0S,"Thursday","ROSEDALE STATION","EUCD",6,9,"N","YU",5846,8
"2023-08-03T00:00:00Z",8H 26M 0S,"Thursday","ST ANDREW STATION","PUOPO",3,6,"N","YU",5511,8
"2023-08-03T00:00:00Z",8H 29M 0S,"Thursday","ISLINGTON STATION","SUDP",0,0,NA,"BD",0,8
"2023-08-03T00:00:00Z",8H 51M 0S,"Thursday","ST CLAIR STATION","MUPAA",0,0,"S","YU",5676,8
"2023-08-03T00:00:00Z",9H 11M 0S,"Thursday","QUEEN'S PARK STATION","SUDP",0,0,NA,"YU",0,9
"2023-08-03T00:00:00Z",9H 18M 0S,"Thursday","KEELE STATION","SUDP",0,0,NA,"BD",0,9
"2023-08-03T00:00:00Z",10H 3M 0S,"Thursday","WELLESLEY STATION","MUIRS",0,0,NA,"YU",0,10
"2023-08-03T00:00:00Z",10H 10M 0S,"Thursday","EGLINTON STATION","SUO",0,0,NA,"YU",0,10
"2023-08-03T00:00:00Z",10H 12M 0S,"Thursday","OSSINGTON STATION","MUIE",0,0,NA,"BD",0,10
"2023-08-03T00:00:00Z",10H 46M 0S,"Thursday","YORK MILLS STATION","PUOPO",5,10,"S","YU",5591,10
"2023-08-03T00:00:00Z",12H 20M 0S,"Thursday","ROYAL YORK STATION","TUOS",5,9,"E","BD",5245,12
"2023-08-03T00:00:00Z",12H 45M 0S,"Thursday","MUSEUM STATION","MUPAA",0,0,"S","YU",5596,12
"2023-08-03T00:00:00Z",12H 52M 0S,"Thursday","JANE STATION","MUIRS",0,0,NA,"BD",0,12
"2023-08-03T00:00:00Z",13H 46M 0S,"Thursday","WOODBINE STATION","MUIS",0,0,"E","BD",0,13
"2023-08-03T00:00:00Z",14H 34M 0S,"Thursday","BLOOR STATION","PUOPO",4,9,"S","YU",5626,14
"2023-08-03T00:00:00Z",14H 35M 0S,"Thursday","OSSINGTON STATION","SUSA",15,19,"W","BD",5004,14
"2023-08-03T00:00:00Z",14H 56M 0S,"Thursday","CHRISTIE STATION","MUPAA",0,0,"W","BD",5207,14
"2023-08-03T00:00:00Z",15H 7M 0S,"Thursday","OSSINGTON STATION","MUIS",0,0,NA,"BD",0,15
"2023-08-03T00:00:00Z",15H 35M 0S,"Thursday","SUMMERHILL STATION","MUIE",0,0,"S","YU",5731,15
"2023-08-03T00:00:00Z",15H 40M 0S,"Thursday","DUPONT STATION","PUSI",8,11,"N","YU",5431,15
"2023-08-03T00:00:00Z",15H 57M 0S,"Thursday","RUNNYMEDE STATION","SUO",0,0,NA,"BD",0,15
"2023-08-03T00:00:00Z",16H 6M 0S,"Thursday","ROSEDALE STATION","MUO",4,7,"N","YU",5756,16
"2023-08-03T00:00:00Z",16H 9M 0S,"Thursday","YONGE BD STATION","SUUT",6,9,"E","BD",5082,16
"2023-08-03T00:00:00Z",16H 21M 0S,"Thursday","KIPLING STATION","MUIS",0,0,NA,"BD",0,16
"2023-08-03T00:00:00Z",16H 24M 0S,"Thursday","YONGE BD STATION","SUDP",0,0,NA,"BD",0,16
"2023-08-03T00:00:00Z",16H 48M 0S,"Thursday","HIGHWAY 407 STATION","SUDP",0,0,NA,"YU",0,16
"2023-08-03T00:00:00Z",16H 49M 0S,"Thursday","VICTORIA PARK STATION","MUDD",15,18,"W","BD",5125,16
"2023-08-03T00:00:00Z",16H 52M 0S,"Thursday","DOWNSVIEW PARK STATION","MUATC",5,8,"N","YU",5501,16
"2023-08-03T00:00:00Z",17H 13M 0S,"Thursday","MUSEUM STATION","MUPAA",4,7,"S","YU",5736,17
"2023-08-03T00:00:00Z",17H 26M 0S,"Thursday","VAUGHAN MC STATION","MUTO",3,6,"S","YU",6026,17
"2023-08-03T00:00:00Z",18H 7M 0S,"Thursday","YONGE BD STATION","SUO",5,8,"E","BD",5278,18
"2023-08-03T00:00:00Z",18H 27M 0S,"Thursday","SHEPPARD WEST STATION","MUPAA",0,0,"S","YU",6121,18
"2023-08-03T00:00:00Z",18H 40M 0S,"Thursday","HIGHWAY 407 STATION","MUPAA",0,0,"N","YU",5381,18
"2023-08-03T00:00:00Z",18H 58M 0S,"Thursday","DAVISVILLE STATION","PUMST",0,0,NA,"YU",0,18
"2023-08-03T00:00:00Z",20H 53M 0S,"Thursday","WELLESLEY STATION","SUUT",0,0,"N","YU",5411,20
"2023-08-03T00:00:00Z",21H 29M 0S,"Thursday","ST GEORGE BD STATION","TUMVS",23,28,"W","BD",5229,21
"2023-08-03T00:00:00Z",21H 38M 0S,"Thursday","GLENCAIRN STATION","SUDP",7,12,"N","YU",5731,21
"2023-08-03T00:00:00Z",21H 41M 0S,"Thursday","ST GEORGE BD STATION","SUDP",3,8,"E","BD",5076,21
"2023-08-03T00:00:00Z",22H 6M 0S,"Thursday","SUMMERHILL STATION","SUUT",4,9,"N","YU",5641,22
"2023-08-03T00:00:00Z",22H 11M 0S,"Thursday","ST GEORGE YUS STATION","MUPLB",22,27,"N","YU",5611,22
"2023-08-03T00:00:00Z",22H 15M 0S,"Thursday","ST GEORGE BD STATION","MUO",0,0,"W","BD",5014,22
"2023-08-03T00:00:00Z",22H 27M 0S,"Thursday","SPADINA YUS STATION","PUOPO",0,0,"N","YU",5536,22
"2023-08-03T00:00:00Z",22H 33M 0S,"Thursday","DUNDAS STATION","MUIS",0,0,NA,"YU",0,22
"2023-08-03T00:00:00Z",22H 35M 0S,"Thursday","CHESTER STATION","MUIS",0,0,"E","BD",5313,22
"2023-08-03T00:00:00Z",22H 51M 0S,"Thursday","BAY STATION","MUIR",6,11,"E","BD",5123,22
"2023-08-03T00:00:00Z",23H 24M 0S,"Thursday","WELLESLEY STATION","SUDP",0,0,NA,"YU",0,23
"2023-08-03T00:00:00Z",7M 0S,"Thursday","FINCH STATION","SUDP",0,0,NA,"YU",0,0
"2023-08-03T00:00:00Z",17M 0S,"Thursday","LAWRENCE STATION","MUSAN",5,10,"N","YU",5531,0
"2023-08-03T00:00:00Z",46M 0S,"Thursday","BLOOR STATION","SUDP",0,0,NA,"YU",0,0
"2023-08-03T00:00:00Z",1H 11M 0S,"Thursday","MAIN STREET STATION","SUO",0,0,NA,"BD",0,1
"2023-08-03T00:00:00Z",1H 27M 0S,"Thursday","ISLINGTON STATION","TUSC",0,0,"W","BD",5207,1
"2023-08-03T00:00:00Z",2H 35M 0S,"Thursday","LESLIE STATION","SUDP",0,0,NA,"SHP",0,2
"2023-08-03T00:00:00Z",2H 37M 0S,"Thursday","SHEPPARD-YONGE STATION","SUDP",0,0,NA,"SHP",0,2
"2023-08-03T00:00:00Z",7H 58M 0S,"Thursday","SHEPPARD-YONGE STATION","TUSC",0,0,"W","SHP",6176,7
"2023-08-03T00:00:00Z",16H 33M 0S,"Thursday","LESLIE STATION","EUSC",0,0,"W","SHP",6181,16
"2023-08-03T00:00:00Z",17H 17M 0S,"Thursday","DON MILLS STATION","PUOPO",6,13,"W","SHP",6181,17
"2023-08-03T00:00:00Z",17H 23M 0S,"Thursday","LESLIE STATION","PUOPO",7,14,"W","SHP",6181,17
"2023-08-04T00:00:00Z",2H 16M 0S,"Friday","LAWRENCE STATION","SUO",0,0,"N","YU",0,2
"2023-08-04T00:00:00Z",2H 32M 0S,"Friday","KENNEDY BD STATION","MUIS",0,0,NA,"BD",0,2
"2023-08-04T00:00:00Z",5H 43M 0S,"Friday","EGLINTON STATION","PUSAC",4,0,"N","YU",5721,5
"2023-08-04T00:00:00Z",5H 48M 0S,"Friday","MAIN STREET STATION","MUPAA",0,0,"W","BD",5080,5
"2023-08-04T00:00:00Z",6H 0M 0S,"Friday","DUNDAS STATION","SUSA",0,0,"N","YU",0,6
"2023-08-04T00:00:00Z",6H 16M 0S,"Friday","BLOOR STATION","SUUT",3,6,"N","YU",6081,6
"2023-08-04T00:00:00Z",7H 12M 0S,"Friday","QUEEN'S PARK STATION","PUOPO",4,7,"N","YU",5711,7
"2023-08-04T00:00:00Z",7H 15M 0S,"Friday","PAPE STATION","MUDD",0,0,"W","BD",5323,7
"2023-08-04T00:00:00Z",7H 53M 0S,"Friday","YONGE BD STATION","MUIS",0,0,NA,"BD",0,7
"2023-08-04T00:00:00Z",8H 5M 0S,"Friday","WILSON STATION","MUDD",9,12,"S","YU",6046,8
"2023-08-04T00:00:00Z",8H 50M 0S,"Friday","NORTH YORK CTR STATION","SUEAS",8,11,"S","YU",5931,8
"2023-08-04T00:00:00Z",9H 36M 0S,"Friday","GLENCAIRN STATION","SUO",0,0,"S","YU",6096,9
"2023-08-04T00:00:00Z",10H 37M 0S,"Friday","EGLINTON STATION","SUEAS",14,19,"S","YU",6036,10
"2023-08-04T00:00:00Z",12H 0M 0S,"Friday","EGLINTON STATION","MUIRS",0,0,"S","YU",0,12
"2023-08-04T00:00:00Z",12H 15M 0S,"Friday","KENNEDY BD STATION","MUPAA",0,0,"W","BD",5043,12
"2023-08-04T00:00:00Z",12H 17M 0S,"Friday","LANSDOWNE STATION","SUDP",0,0,NA,"BD",0,12
"2023-08-04T00:00:00Z",12H 31M 0S,"Friday","WILSON STATION","MUIR",13,18,"N","YU",5806,12
"2023-08-04T00:00:00Z",12H 46M 0S,"Friday","BATHURST STATION","MUPAA",0,0,"W","BD",5043,12
"2023-08-04T00:00:00Z",12H 59M 0S,"Friday","COXWELL STATION","TUNIP",3,7,"E","BD",5264,12
"2023-08-04T00:00:00Z",13H 26M 0S,"Friday","FINCH WEST STATION","MUPAA",0,0,"S","YU",5676,13
"2023-08-04T00:00:00Z",15H 38M 0S,"Friday","BLOOR STATION","MUIS",0,0,"N","YU",0,15
"2023-08-04T00:00:00Z",15H 59M 0S,"Friday","YORK MILLS STATION","MUPAA",5,10,"N","YU",6031,15
"2023-08-04T00:00:00Z",16H 40M 0S,"Friday","SPADINA YUS STATION","PUMEL",0,0,NA,"YU",0,16
"2023-08-04T00:00:00Z",16H 44M 0S,"Friday","NORTH YORK CTR STATION","MUPAA",0,0,"N","YU",6096,16
"2023-08-04T00:00:00Z",16H 45M 0S,"Friday","DUPONT STATION","PUSAC",6,9,"N","YU",5996,16
"2023-08-04T00:00:00Z",17H 15M 0S,"Friday","KIPLING STATION","TUSC",0,0,"W","BD",5367,17
"2023-08-04T00:00:00Z",17H 23M 0S,"Friday","BLOOR STATION","PUMEL",0,0,NA,"YU",0,17
"2023-08-04T00:00:00Z",17H 26M 0S,"Friday","DUPONT STATION","PUSAC",4,7,"N","YU",5821,17
"2023-08-04T00:00:00Z",18H 21M 0S,"Friday","SPADINA YUS STATION","MUNCA",0,0,NA,"YU",0,18
"2023-08-04T00:00:00Z",19H 4M 0S,"Friday","DUPONT STATION","PUATC",0,0,"N","YU",6056,19
"2023-08-04T00:00:00Z",19H 27M 0S,"Friday","DUNDAS STATION","MUIS",0,0,"N","YU",0,19
"2023-08-04T00:00:00Z",20H 4M 0S,"Friday","YONGE BD STATION","MUDD",13,18,"W","BD",5200,20
"2023-08-04T00:00:00Z",20H 15M 0S,"Friday","LAWRENCE STATION","MUSAN",3,6,"N","YU",5641,20
"2023-08-04T00:00:00Z",20H 32M 0S,"Friday","EGLINTON STATION","SUDP",3,8,"S","YU",5986,20
"2023-08-04T00:00:00Z",22H 0M 0S,"Friday","YONGE-UNIVERSITY AND B","MUO",0,0,NA,"YU/BD",0,22
"2023-08-04T00:00:00Z",22H 10M 0S,"Friday","FINCH STATION","SUUT",3,8,"N","YU",5616,22
"2023-08-04T00:00:00Z",22H 11M 0S,"Friday","SPADINA YUS STATION","MUPAA",7,12,"N","YU",5716,22
"2023-08-04T00:00:00Z",22H 33M 0S,"Friday","YONGE BD STATION","SUUT",16,21,"W","BD",5341,22
"2023-08-04T00:00:00Z",22H 35M 0S,"Friday","BLOOR STATION","SUO",0,0,"N","YU",6081,22
"2023-08-04T00:00:00Z",22H 46M 0S,"Friday","ST CLAIR WEST STATION","SUO",0,0,NA,"YU",0,22
"2023-08-04T00:00:00Z",23H 4M 0S,"Friday","CASTLE FRANK STATION","SUO",0,0,"W","BD",5247,23
"2023-08-04T00:00:00Z",23H 15M 0S,"Friday","KING STATION","MUPAA",4,9,"S","YU",5571,23
"2023-08-04T00:00:00Z",23H 19M 0S,"Friday","ST PATRICK STATION","SUO",5,10,"N","YU",5401,23
"2023-08-04T00:00:00Z",58M 0S,"Friday","DUPONT STATION","MUIRS",0,0,NA,"YU",0,0
"2023-08-04T00:00:00Z",1H 8M 0S,"Friday","EGLINTON WEST STATION","SUO",0,0,NA,"YU",0,1
"2023-08-04T00:00:00Z",1H 19M 0S,"Friday","EGLINTON STATION","MUSAN",5,10,"N","YU",6101,1
"2023-08-04T00:00:00Z",1H 22M 0S,"Friday","WELLESLEY STATION","SUO",0,0,"N","YU",0,1
"2023-08-04T00:00:00Z",1H 45M 0S,"Friday","KENNEDY BD STATION","MUIS",0,0,NA,"BD",0,1
"2023-08-04T00:00:00Z",11H 8M 0S,"Friday","DON MILLS STATION","MUI",7,14,"W","SHP",6146,11
"2023-08-05T00:00:00Z",2H 23M 0S,"Saturday","VAUGHAN MC STATION","SUDP",0,0,NA,"YU",0,2
"2023-08-05T00:00:00Z",2H 40M 0S,"Saturday","HIGHWAY 407 STATION","MUIS",0,0,NA,"YU",0,2
"2023-08-05T00:00:00Z",5H 45M 0S,"Saturday","EGLINTON WEST STATION","SUAP",0,0,NA,"YU",0,5
"2023-08-05T00:00:00Z",5H 53M 0S,"Saturday","COXWELL STATION","EUSC",0,0,"E","BD",5131,5
"2023-08-05T00:00:00Z",5H 59M 0S,"Saturday","KIPLING STATION","EUDO",5,10,"E","BD",5313,5
"2023-08-05T00:00:00Z",5H 59M 0S,"Saturday","WARDEN STATION","EUDO",10,15,"W","BD",5278,5
"2023-08-05T00:00:00Z",6H 4M 0S,"Saturday","KEELE YARD","EUCO",5,10,"W","BD",5071,6
"2023-08-05T00:00:00Z",8H 3M 0S,"Saturday","EGLINTON WEST STATION","SUUT",45,49,"N","YU",5856,8
"2023-08-05T00:00:00Z",8H 7M 0S,"Saturday","COLLEGE STATION","MUIS",0,0,"N","YU",0,8
"2023-08-05T00:00:00Z",8H 14M 0S,"Saturday","MAIN STREET STATION","TUSC",0,0,"W","BD",5087,8
"2023-08-05T00:00:00Z",8H 29M 0S,"Saturday","DUFFERIN STATION","SUDP",0,0,NA,"BD",0,8
"2023-08-05T00:00:00Z",8H 50M 0S,"Saturday","KIPLING STATION","TUSC",0,0,"W","BD",5192,8
"2023-08-05T00:00:00Z",10H 8M 0S,"Saturday","BLOOR STATION","EUDO",14,18,"N","YU",5731,10
"2023-08-05T00:00:00Z",10H 54M 0S,"Saturday","COLLEGE STATION","MUPAA",0,0,"S","YU",5881,10
"2023-08-05T00:00:00Z",12H 35M 0S,"Saturday","ST CLAIR WEST STATION","SUDP",0,0,"N","YU",5651,12
"2023-08-05T00:00:00Z",12H 48M 0S,"Saturday","LAWRENCE WEST STATION","MUNCA",0,0,NA,"YU",0,12
"2023-08-05T00:00:00Z",13H 18M 0S,"Saturday","ST CLAIR STATION","EUO",30,34,"S","YU",5566,13
"2023-08-05T00:00:00Z",13H 34M 0S,"Saturday","KING STATION","MUNCA",0,0,NA,"YU",0,13
"2023-08-05T00:00:00Z",15H 18M 0S,"Saturday","FINCH STATION","MUIS",0,0,NA,"YU",0,15
"2023-08-05T00:00:00Z",15H 19M 0S,"Saturday","EGLINTON STATION","SUDP",0,0,NA,"YU",0,15
"2023-08-05T00:00:00Z",16H 31M 0S,"Saturday","KIPLING STATION","EUNT",4,8,"E","BD",5160,16
"2023-08-05T00:00:00Z",16H 45M 0S,"Saturday","COLLEGE STATION","MUO",0,0,NA,"YU",0,16
"2023-08-05T00:00:00Z",17H 5M 0S,"Saturday","KIPLING STATION","SUDP",0,0,NA,"BD",0,17
"2023-08-05T00:00:00Z",17H 8M 0S,"Saturday","SUMMERHILL STATION","MUIRS",0,0,"N","YU",0,17
"2023-08-05T00:00:00Z",17H 11M 0S,"Saturday","ST GEORGE BD STATION","SUO",0,0,"W","BD",5096,17
"2023-08-05T00:00:00Z",17H 29M 0S,"Saturday","JANE STATION","MUIRS",0,0,NA,"BD",0,17
"2023-08-05T00:00:00Z",17H 37M 0S,"Saturday","YORK MILLS STATION","EUAC",4,8,"S","YU",5711,17
"2023-08-05T00:00:00Z",17H 52M 0S,"Saturday","QUEEN STATION","EUBK",4,8,"N","YU",5846,17
"2023-08-05T00:00:00Z",18H 9M 0S,"Saturday","COXWELL STATION","SUAE",0,0,"E","BD",5028,18
"2023-08-05T00:00:00Z",18H 17M 0S,"Saturday","LAWRENCE STATION","MUNCA",0,0,NA,"YU",0,18
"2023-08-05T00:00:00Z",18H 39M 0S,"Saturday","SPADINA YUS STATION","MUIR",0,0,NA,"YU",0,18
"2023-08-05T00:00:00Z",18H 54M 0S,"Saturday","BATHURST STATION","SUDP",6,10,"W","BD",5235,18
"2023-08-05T00:00:00Z",19H 11M 0S,"Saturday","DUNDAS STATION","SUDP",0,0,NA,"YU",0,19
"2023-08-05T00:00:00Z",19H 22M 0S,"Saturday","DAVISVILLE STATION","PUEO",85,90,"S","YU",5791,19
"2023-08-05T00:00:00Z",20H 3M 0S,"Saturday","ROSEDALE STATION","SUAE",0,0,NA,"YU",0,20
