"Date","Time","Day","Station","Code","Min.Delay","Min.Gap","Bound","Line","Vehicle","Hour"
"2023-01-01T00:00:00Z",2H 22M 0S,"Sunday","MUSEUM STATION","MUPAA",3,9,"S","YU",5931,2
"2023-01-01T00:00:00Z",2H 30M 0S,"Sunday","KIPLING STATION","MUIS",0,0,"E","BD",5341,2
"2023-01-01T00:00:00Z",2H 33M 0S,"Sunday","WARDEN STATION","SUO",0,0,"W","BD",0,2
"2023-01-01T00:00:00Z",3H 17M 0S,"Sunday","KEELE STATION","MUIS",0,0,NA,"BD",0,3
"2023-01-01T00:00:00Z",7H 16M 0S,"Sunday","BATHURST STATION","MUIS",0,0,NA,"BD",0,7
"2023-01-01T00:00:00Z",7H 44M 0S,"Sunday","JANE STATION","MUNCA",0,0,NA,"BD",0,7
"2023-01-01T00:00:00Z",7H 50M 0S,"Sunday","WOODBINE STATION","MUNCA",0,0,NA,"BD",0,7
"2023-01-01T00:00:00Z",8H 2M 0S,"Sunday","VAUGHAN MC STATION","TUNOA",6,12,"S","YU",5451,8
"2023-01-01T00:00:00Z",8H 11M 0S,"Sunday","GREENWOOD STATION","MUNOA",5,10,"E","BD",0,8
"2023-01-01T00:00:00Z",8H 13M 0S,"Sunday","ROYAL YORK STATION","EUSC",0,0,"W","BD",5031,8
"2023-01-01T00:00:00Z",8H 15M 0S,"Sunday","KEELE STATION","TUNOA",5,10,"W","BD",0,8
"2023-01-01T00:00:00Z",8H 16M 0S,"Sunday","GREENWOOD STATION","TUNOA",5,10,"E","BD",0,8
"2023-01-01T00:00:00Z",8H 19M 0S,"Sunday","DONLANDS STATION","TUNOA",4,8,"W","BD",0,8
"2023-01-01T00:00:00Z",8H 21M 0S,"Sunday","GREENWOOD STATION","TUNOA",5,10,"E","BD",0,8
"2023-01-01T00:00:00Z",8H 24M 0S,"Sunday","EGLINTON STATION","SUG",6,12,"S","YU",5771,8
"2023-01-01T00:00:00Z",8H 31M 0S,"Sunday","GREENWOOD STATION","TUNOA",4,8,"E","BD",0,8
"2023-01-01T00:00:00Z",8H 38M 0S,"Sunday","EGLINTON STATION","TUNOA",6,12,"N","YU",6131,8
"2023-01-01T00:00:00Z",8H 44M 0S,"Sunday","SHEPPARD WEST STATION","TUNOA",6,12,"N","YU",5851,8
"2023-01-01T00:00:00Z",10H 54M 0S,"Sunday","EGLINTON STATION","PUSRA",4,8,"S","YU",5851,10
"2023-01-01T00:00:00Z",11H 54M 0S,"Sunday","DONLANDS STATION","TUNIP",3,7,"W","BD",5077,11
"2023-01-01T00:00:00Z",12H 28M 0S,"Sunday","ISLINGTON STATION","MUIRS",0,0,NA,"BD",0,12
"2023-01-01T00:00:00Z",13H 14M 0S,"Sunday","FINCH STATION","PUMEL",0,0,NA,"YU",0,13
"2023-01-01T00:00:00Z",13H 30M 0S,"Sunday","DUNDAS WEST STATION","MUPAA",0,0,"E","BD",5068,13
"2023-01-01T00:00:00Z",14H 39M 0S,"Sunday","DAVISVILLE STATION","SUDP",4,8,"N","YU",5546,14
"2023-01-01T00:00:00Z",15H 21M 0S,"Sunday","ROYAL YORK STATION","EUSC",0,0,"E","BD",5031,15
"2023-01-01T00:00:00Z",15H 55M 0S,"Sunday","PIONEER VILLAGE STATIO","MUSAN",5,9,"S","YU",5636,15
"2023-01-01T00:00:00Z",16H 13M 0S,"Sunday","SHEPPARD WEST STATION","SUDP",6,10,"S","YU",5451,16
"2023-01-01T00:00:00Z",16H 50M 0S,"Sunday","SHERBOURNE STATION","MUIRS",0,0,NA,"BD",0,16
"2023-01-01T00:00:00Z",17H 0M 0S,"Sunday","KING STATION","MUNCA",0,0,NA,"YU",0,17
"2023-01-01T00:00:00Z",17H 7M 0S,"Sunday","ROYAL YORK STATION","EUSC",0,0,"W","BD",5031,17
"2023-01-01T00:00:00Z",17H 27M 0S,"Sunday","GREENWOOD STATION","SUDP",9,13,"W","BD",5371,17
"2023-01-01T00:00:00Z",18H 19M 0S,"Sunday","GREENWOOD STATION","MUNCA",0,0,NA,"BD",0,18
"2023-01-01T00:00:00Z",18H 59M 0S,"Sunday","ST GEORGE YUS STATION","MUPAA",5,10,"N","YU",5851,18
"2023-01-01T00:00:00Z",19H 13M 0S,"Sunday","BAY STATION","MUIS",0,0,NA,"BD",0,19
"2023-01-01T00:00:00Z",19H 30M 0S,"Sunday","BATHURST STATION","SUSP",5,9,"W","BD",5371,19
"2023-01-01T00:00:00Z",20H 37M 0S,"Sunday","YONGE BD STATION","SUDP",3,8,"E","BD",5056,20
"2023-01-01T00:00:00Z",21H 57M 0S,"Sunday","KENNEDY BD STATION","EUVA",6,12,"W","BD",5141,21
"2023-01-01T00:00:00Z",22H 0M 0S,"Sunday","YONGE-UNIVERSITY AND B","MUO",0,0,NA,"YU/BD",0,22
"2023-01-01T00:00:00Z",22H 0M 0S,"Sunday","KENNEDY SRT STATION TO","MRO",0,0,NA,"SRT",0,22
"2023-01-01T00:00:00Z",22H 19M 0S,"Sunday","UNION STATION","SUDP",14,20,"N","YU",6086,22
"2023-01-01T00:00:00Z",23H 19M 0S,"Sunday","KIPLING STATION","MUIR",6,12,"E","BD",5135,23
"2023-01-01T00:00:00Z",23H 31M 0S,"Sunday","ST CLAIR STATION","MUIS",0,0,NA,"YU",0,23
"2023-01-01T00:00:00Z",1H 20M 0S,"Sunday","LAWRENCE STATION","TUOS",0,0,"N","YU",5991,1
"2023-01-01T00:00:00Z",1H 54M 0S,"Sunday","FINCH STATION","MUIRS",0,0,"S","YU",0,1
"2023-01-01T00:00:00Z",22H 6M 0S,"Sunday","DON MILLS STATION","MUIS",0,0,NA,"SHP",0,22
"2023-01-02T00:00:00Z",2H 10M 0S,"Monday","VAUGHAN MC STATION","SUDP",0,0,"S","YU",5801,2
"2023-01-02T00:00:00Z",22H 0M 0S,"Monday","KENNEDY SRT STATION TO","MRO",0,0,NA,"SRT",0,22
"2023-01-02T00:00:00Z",2H 25M 0S,"Monday","VAUGHAN MC STATION","SUDP",0,0,"S","YU",5976,2
"2023-01-02T00:00:00Z",22H 43M 0S,"Monday","MCCOWAN STATION","ERPR",10,15,"N","SRT",3003,22
"2023-01-02T00:00:00Z",2H 30M 0S,"Monday","HIGHWAY 407 STATION","SUDP",12,18,"N","YU",5526,2
"2023-01-02T00:00:00Z",3H 46M 0S,"Monday","DUNDAS WEST STATION","MUIRS",0,0,NA,"BD",0,3
"2023-01-02T00:00:00Z",6H 38M 0S,"Monday","LANSDOWNE STATION","MUIE",0,0,NA,"BD",0,6
"2023-01-02T00:00:00Z",9H 26M 0S,"Monday","ISLINGTON STATION","MUPAA",3,7,"W","BD",5031,9
"2023-01-02T00:00:00Z",9H 49M 0S,"Monday","WILSON STATION","TUNIP",5,9,"S","YU",5636,9
"2023-01-02T00:00:00Z",10H 18M 0S,"Monday","EGLINTON STATION","SUDP",3,9,"S","YU",5556,10
"2023-01-02T00:00:00Z",11H 26M 0S,"Monday","COLLEGE STATION","SUDP",0,0,NA,"YU",0,11
"2023-01-02T00:00:00Z",12H 2M 0S,"Monday","EGLINTON WEST STATION","SUO",5,9,"N","YU",5456,12
"2023-01-02T00:00:00Z",12H 21M 0S,"Monday","ST GEORGE BD STATION","SUAP",0,0,NA,"BD",0,12
"2023-01-02T00:00:00Z",13H 16M 0S,"Monday","MUSEUM STATION","SUDP",13,17,"S","YU",5816,13
"2023-01-02T00:00:00Z",13H 40M 0S,"Monday","BLOOR STATION","MUIS",0,0,"S","YU",0,13
"2023-01-02T00:00:00Z",14H 2M 0S,"Monday","BLOOR STATION","MUIS",0,0,NA,"YU",0,14
"2023-01-02T00:00:00Z",14H 36M 0S,"Monday","KIPLING STATION","MUTO",6,10,"E","BD",5142,14
"2023-01-02T00:00:00Z",15H 43M 0S,"Monday","BLOOR STATION","MUPAA",3,7,"S","YU",5556,15
"2023-01-02T00:00:00Z",16H 9M 0S,"Monday","COXWELL STATION","MUNCA",0,0,NA,"BD",0,16
"2023-01-02T00:00:00Z",16H 31M 0S,"Monday","WARDEN STATION","PUSNT",5,9,"E","BD",5135,16
"2023-01-02T00:00:00Z",16H 41M 0S,"Monday","COLLEGE STATION","SUAP",0,0,NA,"YU",0,16
"2023-01-02T00:00:00Z",17H 18M 0S,"Monday","FINCH STATION","MUSAN",4,8,"S","YU",5501,17
"2023-01-02T00:00:00Z",17H 54M 0S,"Monday","CHRISTIE STATION","MUIRS",6,11,"E","BD",5135,17
"2023-01-02T00:00:00Z",18H 2M 0S,"Monday","ROYAL YORK STATION","EUSC",0,0,"W","BD",5031,18
"2023-01-02T00:00:00Z",18H 51M 0S,"Monday","DUNDAS STATION","MUIRS",0,0,"N","YU",0,18
"2023-01-02T00:00:00Z",19H 25M 0S,"Monday","YONGE BD STATION","MUNCA",0,0,NA,"BD",0,19
"2023-01-02T00:00:00Z",19H 35M 0S,"Monday","COLLEGE STATION","MUPAA",3,9,"N","YU",5516,19
"2023-01-02T00:00:00Z",19H 54M 0S,"Monday","KENNEDY BD STATION","TUMVS",5,10,"E","BD",5341,19
"2023-01-02T00:00:00Z",20H 42M 0S,"Monday","SPADINA BD STATION","SUUT",6,11,"E","BD",5323,20
"2023-01-02T00:00:00Z",21H 1M 0S,"Monday","QUEEN STATION","MUSAN",6,12,"S","YU",5756,21
"2023-01-02T00:00:00Z",21H 26M 0S,"Monday","SUMMERHILL STATION","SUDP",4,10,"N","YU",6136,21
"2023-01-02T00:00:00Z",21H 40M 0S,"Monday","ROYAL YORK STATION","PUSTS",3,8,"E","BD",5139,21
"2023-01-02T00:00:00Z",22H 0M 0S,"Monday","YONGE-UNIVERSITY AND B","MUO",0,0,NA,"YU/BD",0,22
"2023-01-02T00:00:00Z",22H 8M 0S,"Monday","BLOOR STATION","MUIS",0,0,NA,"YU",0,22
"2023-01-02T00:00:00Z",22H 16M 0S,"Monday","OLD MILL STATION","PUSTS",0,0,"E","BD",5323,22
"2023-01-02T00:00:00Z",22H 30M 0S,"Monday","DUFFERIN STATION","SUDP",0,0,"W","BD",5151,22
"2023-01-02T00:00:00Z",22H 37M 0S,"Monday","ST CLAIR STATION","MUIS",0,0,NA,"YU",0,22
"2023-01-02T00:00:00Z",22H 58M 0S,"Monday","BLOOR STATION","MUIS",0,0,NA,"YU",0,22
"2023-01-02T00:00:00Z",23H 1M 0S,"Monday","WELLESLEY STATION","MUPAA",0,0,"N","YU",5566,23
"2023-01-02T00:00:00Z",23H 45M 0S,"Monday","BLOOR STATION","SUAP",14,20,"S","YU",5536,23
"2023-01-02T00:00:00Z",23H 56M 0S,"Monday","YONGE BD STATION","SUDP",0,0,"E","BD",5313,23
"2023-01-02T00:00:00Z",57M 0S,"Monday","DUFFERIN STATION","SUUT",14,20,"E","BD",5102,0
"2023-01-02T00:00:00Z",1H 32M 0S,"Monday","BROADVIEW STATION","MUIS",0,0,NA,"BD",0,1
"2023-01-02T00:00:00Z",22H 22M 0S,"Monday","DON MILLS STATION","MUIS",0,0,NA,"SHP",0,22
"2023-01-02T00:00:00Z",37M 0S,"Monday","SHEPPARD-YONGE STATION","MUPLB",76,81,"E","SHP",6166,0
"2023-01-03T00:00:00Z",2H 9M 0S,"Tuesday","KENNEDY BD STATION","MUIRS",0,0,NA,"BD",0,2
"2023-01-03T00:00:00Z",15H 32M 0S,"Tuesday","LAWRENCE EAST STATION","TRTC",5,10,"S","SRT",3012,15
"2023-01-03T00:00:00Z",5H 16M 0S,"Tuesday","CASTLE FRANK STATION","MUNCA",0,0,NA,"BD",0,5
"2023-01-03T00:00:00Z",22H 0M 0S,"Tuesday","KENNEDY SRT STATION TO","MRO",0,0,NA,"SRT",0,22
"2023-01-03T00:00:00Z",6H 17M 0S,"Tuesday","KENNEDY BD STATION","EUDO",5,10,"W","BD",5116,6
"2023-01-03T00:00:00Z",6H 17M 0S,"Tuesday","DOWNSVIEW PARK STATION","MUATC",12,18,"N","YU",5466,6
"2023-01-03T00:00:00Z",6H 33M 0S,"Tuesday","ROYAL YORK STATION","EUSC",0,0,"E","BD",5012,6
"2023-01-03T00:00:00Z",6H 42M 0S,"Tuesday","NORTH YORK CTR STATION","PUOPO",3,6,"S","YU",5736,6
"2023-01-03T00:00:00Z",6H 43M 0S,"Tuesday","FINCH STATION","PUOPO",0,0,"S","YU",5741,6
"2023-01-03T00:00:00Z",6H 48M 0S,"Tuesday","SHEPPARD STATION","PUOPO",5,8,"S","YU",5736,6
"2023-01-03T00:00:00Z",6H 48M 0S,"Tuesday","NORTH YORK CTR STATION","PUOPO",5,8,"S","YU",5741,6
"2023-01-03T00:00:00Z",8H 34M 0S,"Tuesday","RUNNYMEDE STATION","PUMEL",0,0,NA,"BD",0,8
"2023-01-03T00:00:00Z",9H 27M 0S,"Tuesday","SPADINA BD STATION","SUDP",0,0,NA,"BD",0,9
"2023-01-03T00:00:00Z",9H 42M 0S,"Tuesday","DUNDAS STATION","EUNT",6,9,"S","YU",5796,9
"2023-01-03T00:00:00Z",10H 30M 0S,"Tuesday","BLOOR STATION","MUIS",0,0,"S","YU",0,10
"2023-01-03T00:00:00Z",12H 5M 0S,"Tuesday","VICTORIA PARK STATION","MUIS",0,0,"W","BD",0,12
"2023-01-03T00:00:00Z",12H 16M 0S,"Tuesday","FINCH WEST STATION","MUIRS",0,0,NA,"YU",0,12
"2023-01-03T00:00:00Z",12H 43M 0S,"Tuesday","EGLINTON STATION","SUDP",5,8,"S","YU",5786,12
"2023-01-03T00:00:00Z",14H 30M 0S,"Tuesday","KEELE STATION","SUO",0,0,"E","BD",5128,14
"2023-01-03T00:00:00Z",15H 16M 0S,"Tuesday","VAUGHAN MC STATION","MUI",3,6,"S","YU",6106,15
"2023-01-03T00:00:00Z",15H 50M 0S,"Tuesday","EGLINTON STATION","EUDO",3,6,"S","YU",5641,15
"2023-01-03T00:00:00Z",17H 22M 0S,"Tuesday","SPADINA BD STATION","MUIRS",0,0,NA,"BD",0,17
"2023-01-03T00:00:00Z",17H 23M 0S,"Tuesday","NORTH YORK CTR STATION","PUOPO",5,8,"S","YU",5886,17
"2023-01-03T00:00:00Z",17H 30M 0S,"Tuesday","COXWELL STATION","EUME",5,8,"E","BD",5010,17
"2023-01-03T00:00:00Z",17H 30M 0S,"Tuesday","SHEPPARD STATION","PUOPO",3,6,"S","YU",5886,17
"2023-01-03T00:00:00Z",17H 54M 0S,"Tuesday","EGLINTON STATION","MUIR",3,6,"N","YU",5866,17
"2023-01-03T00:00:00Z",17H 56M 0S,"Tuesday","RUNNYMEDE STATION","MUIR",5,8,"W","BD",5351,17
"2023-01-03T00:00:00Z",18H 2M 0S,"Tuesday","YONGE BD STATION","SUDP",0,0,"E","BD",0,18
"2023-01-03T00:00:00Z",18H 3M 0S,"Tuesday","BLOOR STATION","SUO",0,0,"S","YU",6016,18
"2023-01-03T00:00:00Z",18H 10M 0S,"Tuesday","CASTLE FRANK STATION","SUDP",3,6,"W","BD",5158,18
"2023-01-03T00:00:00Z",18H 54M 0S,"Tuesday","DUNDAS WEST STATION","MUI",15,18,"W","BD",5348,18
"2023-01-03T00:00:00Z",18H 57M 0S,"Tuesday","SHEPPARD STATION","MUATC",6,9,"S","YU",5406,18
"2023-01-03T00:00:00Z",19H 14M 0S,"Tuesday","UNION STATION TO ST AN","MUIR",15,18,"N","YU",5506,19
"2023-01-03T00:00:00Z",19H 39M 0S,"Tuesday","BAY STATION","MUIRS",0,0,NA,"BD",0,19
"2023-01-03T00:00:00Z",19H 41M 0S,"Tuesday","HIGHWAY 407 STATION","MUATC",5,8,"S","YU",5866,19
"2023-01-03T00:00:00Z",20H 6M 0S,"Tuesday","KENNEDY BD STATION","MUIS",0,0,NA,"BD",0,20
"2023-01-03T00:00:00Z",20H 21M 0S,"Tuesday","BLOOR STATION","MUIS",0,0,NA,"YU",0,20
"2023-01-03T00:00:00Z",20H 24M 0S,"Tuesday","QUEEN'S PARK STATION","PUMEL",0,0,NA,"YU",0,20
"2023-01-03T00:00:00Z",20H 28M 0S,"Tuesday","EGLINTON STATION","TUO",4,7,"S","YU",5406,20
"2023-01-03T00:00:00Z",20H 45M 0S,"Tuesday","EGLINTON STATION","MUATC",0,0,"S","YU",5481,20
"2023-01-03T00:00:00Z",22H 0M 0S,"Tuesday","YONGE-UNIVERSITY AND B","MUO",0,0,NA,"YU/BD",0,22
"2023-01-03T00:00:00Z",22H 9M 0S,"Tuesday","EGLINTON WEST STATION","SUDP",0,0,"N","YU",5446,22
"2023-01-03T00:00:00Z",22H 28M 0S,"Tuesday","YONGE BD STATION","SUAP",3,7,"E","BD",5142,22
"2023-01-03T00:00:00Z",23H 20M 0S,"Tuesday","EGLINTON STATION","TUOS",0,0,"S","YU",5481,23
"2023-01-03T00:00:00Z",23H 24M 0S,"Tuesday","OSGOODE STATION","PUOPO",5,10,"S","YU",6136,23
"2023-01-03T00:00:00Z",13M 0S,"Tuesday","DUNDAS STATION","SUAP",0,0,NA,NA,0,0
"2023-01-03T00:00:00Z",30M 0S,"Tuesday","QUEEN'S PARK STATION","MUIRS",0,0,"S","YU",5761,0
"2023-01-04T00:00:00Z",2H 6M 0S,"Wednesday","SPADINA BD STATION","MUNCA",0,0,NA,"BD",0,2
"2023-01-04T00:00:00Z",9H 11M 0S,"Wednesday","KENNEDY SRT STATION","ERTC",7,12,"S","SRT",3001,9
"2023-01-04T00:00:00Z",2H 22M 0S,"Wednesday","FINCH STATION","MUIS",0,0,NA,"YU",0,2
"2023-01-04T00:00:00Z",10H 17M 0S,"Wednesday","KENNEDY SRT STATION","MRTO",8,13,"S","SRT",3001,10
"2023-01-04T00:00:00Z",3H 40M 0S,"Wednesday","OSGOODE STATION","MUNCA",0,0,NA,"YU",0,3
"2023-01-04T00:00:00Z",19H 11M 0S,"Wednesday","SCARBOROUGH CTR STATIO","MRD",6,11,"N","SRT",3009,19
"2023-01-04T00:00:00Z",4H 3M 0S,"Wednesday","DUNDAS STATION","SUO",0,0,NA,"YU",0,4
"2023-01-04T00:00:00Z",22H 0M 0S,"Wednesday","KENNEDY SRT STATION TO","MRO",0,0,NA,"SRT",0,22
"2023-01-04T00:00:00Z",6H 43M 0S,"Wednesday","GREENWOOD STATION","EUNT",3,6,"E","BD",5161,6
"2023-01-04T00:00:00Z",6H 52M 0S,"Wednesday","BAY STATION","SUO",0,0,"W","BD",5106,6
"2023-01-04T00:00:00Z",6H 54M 0S,"Wednesday","YONGE BD STATION","SUAP",0,0,"E","BD",0,6
"2023-01-04T00:00:00Z",7H 7M 0S,"Wednesday","ISLINGTON STATION","MUDD",6,9,"W","BD",5139,7
"2023-01-04T00:00:00Z",7H 19M 0S,"Wednesday","COXWELL STATION","MUIRS",0,0,"W","BD",0,7
"2023-01-04T00:00:00Z",7H 32M 0S,"Wednesday","DUFFERIN STATION","SUDP",3,6,"E","BD",5286,7
"2023-01-04T00:00:00Z",7H 39M 0S,"Wednesday","CHESTER STATION","MUTO",8,11,"W","BD",5031,7
"2023-01-04T00:00:00Z",8H 21M 0S,"Wednesday","KIPLING STATION","MUIS",0,0,NA,"BD",0,8
"2023-01-04T00:00:00Z",9H 6M 0S,"Wednesday","SHEPPARD WEST STATION","MUIRS",0,0,NA,"YU",0,9
"2023-01-04T00:00:00Z",9H 12M 0S,"Wednesday","PAPE STATION","MUPAA",0,0,"E","BD",5105,9
"2023-01-04T00:00:00Z",9H 20M 0S,"Wednesday","YONGE BD STATION","MUO",4,7,"E","BD",5358,9
"2023-01-04T00:00:00Z",9H 50M 0S,"Wednesday","ROYAL YORK STATION","EUSC",0,0,"W","BD",5031,9
"2023-01-04T00:00:00Z",9H 54M 0S,"Wednesday","KIPLING STATION","MUIS",0,0,NA,"BD",0,9
"2023-01-04T00:00:00Z",10H 29M 0S,"Wednesday","OSGOODE STATION","SUDP",4,7,"S","YU",6086,10
"2023-01-04T00:00:00Z",10H 44M 0S,"Wednesday","BAY STATION","SUAP",0,0,NA,"BD",0,10
"2023-01-04T00:00:00Z",11H 54M 0S,"Wednesday","NORTH YORK CTR STATION","MUIS",0,0,"S","YU",0,11
"2023-01-04T00:00:00Z",12H 22M 0S,"Wednesday","EGLINTON STATION","PUMST",0,0,NA,"BD",0,12
"2023-01-04T00:00:00Z",12H 22M 0S,"Wednesday","PAPE STATION","MUIR",6,9,"E","YU",5128,12
"2023-01-04T00:00:00Z",13H 11M 0S,"Wednesday","ROYAL YORK STATION","MUSC",0,0,"W","BD",5031,13
"2023-01-04T00:00:00Z",13H 26M 0S,"Wednesday","SHEPPARD STATION","SUDP",4,7,"N","YU",5861,13
"2023-01-04T00:00:00Z",13H 31M 0S,"Wednesday","PAPE STATION","SUDP",14,17,"E","BD",5161,13
"2023-01-04T00:00:00Z",13H 35M 0S,"Wednesday","KIPLING STATION","MUIRS",0,0,NA,"BD",0,13
"2023-01-04T00:00:00Z",13H 38M 0S,"Wednesday","YORK MILLS STATION","SUDP",18,21,"S","YU",5556,13
"2023-01-04T00:00:00Z",13H 46M 0S,"Wednesday","DAVISVILLE STATION","SUO",0,0,"N","YU",5466,13
"2023-01-04T00:00:00Z",14H 37M 0S,"Wednesday","WARDEN STATION","MUIS",0,0,"W","BD",5155,14
"2023-01-04T00:00:00Z",14H 45M 0S,"Wednesday","KENNEDY BD STATION","PUMEL",0,0,NA,"BD",0,14
"2023-01-04T00:00:00Z",15H 4M 0S,"Wednesday","COLLEGE STATION","MUPAA",3,6,"N","YU",5776,15
"2023-01-04T00:00:00Z",15H 8M 0S,"Wednesday","QUEEN STATION","SUUT",7,10,"S","YU",5811,15
"2023-01-04T00:00:00Z",15H 35M 0S,"Wednesday","CHRISTIE STATION","SUDP",5,8,"E","BD",5066,15
"2023-01-04T00:00:00Z",16H 31M 0S,"Wednesday","DAVISVILLE STATION","MUPAA",0,0,"N","YU",6076,16
"2023-01-04T00:00:00Z",16H 44M 0S,"Wednesday","WOODBINE STATION","EUDO",5,8,"W","BD",5010,16
"2023-01-04T00:00:00Z",16H 46M 0S,"Wednesday","KIPLING STATION","MUDD",3,6,"E","BD",5195,16
"2023-01-04T00:00:00Z",16H 53M 0S,"Wednesday","BLOOR STATION","SUO",0,0,"N","YU",5566,16
"2023-01-04T00:00:00Z",16H 55M 0S,"Wednesday","YONGE BD STATION","SUDP",0,0,"W","BD",5068,16
"2023-01-04T00:00:00Z",17H 16M 0S,"Wednesday","BROADVIEW STATION","EUDO",3,6,"E","BD",5195,17
"2023-01-04T00:00:00Z",17H 36M 0S,"Wednesday","LAWRENCE WEST STATION","MUATC",17,20,"N","YU",5481,17
"2023-01-04T00:00:00Z",17H 45M 0S,"Wednesday","SPADINA BD STATION","SUDP",5,8,"W","BD",5360,17
"2023-01-04T00:00:00Z",17H 46M 0S,"Wednesday","EGLINTON STATION","MUI",10,13,"S","YU",5561,17
"2023-01-04T00:00:00Z",18H 46M 0S,"Wednesday","SPADINA BD STATION","SUUT",27,30,"E","BD",5012,18
"2023-01-04T00:00:00Z",18H 48M 0S,"Wednesday","ST GEORGE BD STATION","MUPAA",0,0,"W","BD",5102,18
"2023-01-04T00:00:00Z",18H 52M 0S,"Wednesday","SPADINA YUS STATION","SUUT",24,27,"S","BD",5411,18
"2023-01-04T00:00:00Z",18H 52M 0S,"Wednesday","PAPE STATION","PUMEL",0,0,NA,"YU",0,18
"2023-01-04T00:00:00Z",19H 19M 0S,"Wednesday","WARDEN STATION","TUMVS",0,0,"W","BD",5089,19
"2023-01-04T00:00:00Z",20H 5M 0S,"Wednesday","COLLEGE STATION","PUMST",0,0,NA,"YU",0,20
"2023-01-04T00:00:00Z",20H 24M 0S,"Wednesday","BLOOR STATION","MUPAA",4,7,"N","YU",5646,20
"2023-01-04T00:00:00Z",20H 48M 0S,"Wednesday","MUSEUM STATION","SUEAS",9,12,"S","YU",6131,20
"2023-01-04T00:00:00Z",21H 26M 0S,"Wednesday","KENNEDY BD STATION","EUO",4,8,"W","BD",5211,21
"2023-01-04T00:00:00Z",21H 32M 0S,"Wednesday","WARDEN STATION","SUDP",3,6,"E","BD",5190,21
"2023-01-04T00:00:00Z",21H 52M 0S,"Wednesday","ST CLAIR STATION","EUOE",5,10,"S","YU",5701,21
"2023-01-04T00:00:00Z",21H 55M 0S,"Wednesday","QUEEN STATION","SUUT",6,9,"S","YU",5901,21
"2023-01-04T00:00:00Z",22H 0M 0S,"Wednesday","YONGE-UNIVERSITY AND B","MUO",0,0,NA,"YU/BD",0,22
"2023-01-04T00:00:00Z",7M 0S,"Wednesday","LANSDOWNE STATION","SUDP",8,13,"E","BD",5161,0
"2023-01-04T00:00:00Z",12M 0S,"Wednesday","ISLINGTON STATION","MUIS",0,0,NA,"BD",0,0
"2023-01-04T00:00:00Z",40M 0S,"Wednesday","MUSEUM STATION","MUPAA",6,11,"S","YU",5486,0
"2023-01-04T00:00:00Z",41M 0S,"Wednesday","COXWELL STATION","MUIS",0,0,NA,"BD",0,0
"2023-01-04T00:00:00Z",42M 0S,"Wednesday","BLOOR STATION","MUIS",0,0,NA,"YU",0,0
"2023-01-04T00:00:00Z",2H 29M 0S,"Wednesday","DON MILLS STATION","MUIS",0,0,NA,"SHP",0,2
"2023-01-04T00:00:00Z",12H 40M 0S,"Wednesday","BAYVIEW STATION","MUSAN",5,10,"E","SHP",6156,12
"2023-01-05T00:00:00Z",2H 23M 0S,"Thursday","ISLINGTON STATION","MUPAA",0,0,"W","BD",5191,2
"2023-01-05T00:00:00Z",9H 59M 0S,"Thursday","KENNEDY SRT STATION","ERCD",10,15,"S","SRT",3026,9
"2023-01-05T00:00:00Z",3H 40M 0S,"Thursday","KENNEDY BD STATION","SUO",0,0,NA,"BD",0,3
"2023-01-05T00:00:00Z",16H 44M 0S,"Thursday","MIDLAND STATION","ERTC",15,20,"S","SRT",3004,16
"2023-01-05T00:00:00Z",4H 47M 0S,"Thursday","DONLANDS STATION","PUTWZ",3,6,"E","BD",5085,4
"2023-01-05T00:00:00Z",20H 13M 0S,"Thursday","LAWRENCE EAST STATION","ERDO",5,10,"N","SRT",3023,20
"2023-01-05T00:00:00Z",5H 2M 0S,"Thursday","LAWRENCE STATION","PUSAC",4,0,"S","YU",5506,5
"2023-01-05T00:00:00Z",22H 0M 0S,"Thursday","KENNEDY SRT STATION TO","MRO",0,0,NA,"SRT",0,22
"2023-01-05T00:00:00Z",6H 24M 0S,"Thursday","ROYAL YORK STATION","PUSTS",6,9,"W","BD",5062,6
"2023-01-05T00:00:00Z",7H 41M 0S,"Thursday","DUFFERIN STATION","MUPAA",0,0,"E","BD",5131,7
"2023-01-05T00:00:00Z",7H 50M 0S,"Thursday","ST PATRICK STATION","MUO",3,5,"S","YU",5621,7
"2023-01-05T00:00:00Z",8H 30M 0S,"Thursday","CASTLE FRANK STATION","MUO",0,0,NA,"BD",0,8
"2023-01-05T00:00:00Z",9H 10M 0S,"Thursday","JANE STATION","SUO",0,0,NA,"BD",0,9
"2023-01-05T00:00:00Z",9H 35M 0S,"Thursday","COLLEGE STATION","PUMST",0,0,NA,"YU",0,9
"2023-01-05T00:00:00Z",10H 49M 0S,"Thursday","ISLINGTON STATION","PUSTC",6,9,"E","BD",5025,10
"2023-01-05T00:00:00Z",11H 33M 0S,"Thursday","DUPONT STATION","SUDP",4,7,"S","YU",5525,11
"2023-01-05T00:00:00Z",12H 25M 0S,"Thursday","ST GEORGE BD STATION","SUO",0,0,"W","BD",5137,12
"2023-01-05T00:00:00Z",12H 26M 0S,"Thursday","YORKDALE STATION","PUOPO",6,9,"N","YU",5436,12
"2023-01-05T00:00:00Z",12H 27M 0S,"Thursday","ST GEORGE YUS STATION","SUO",0,0,"N","YU",5741,12
"2023-01-05T00:00:00Z",12H 36M 0S,"Thursday","WILSON STATION","PUOPO",3,6,"N","YU",5436,12
